TransactionID,Date,AccountID,AccountName,TransactionType,Amount,Currency,ExchangeRate,Balance,Merchant,MerchantPhone,MerchantEmail,Category,Subcategory,Country,City,PostalCode,CardNumber,Email,Phone,IsFraud,Notes,Amount_Base
TX105540,2025-01-03,AC1764,Ritu Singh,Debit,251.4,USD,78.4644,2867208.0,Paytm Mall,5010748803.0,paytmmall@biz.com,Health,Pharmacy,India,Mumbai,320941,XXXX-XXXX-XXXX-8072,ritu.singh@example.com,-9084996425.0,No,monthly subscription,19725.95
TX104796,2025-01-02,AC4286,Anita Das,Debit,59.35,INR,1.0,2538970.04,Bigbasket,323250652.0,bigbasket@biz.com,Clothing,Women,UK,Kolkata,903703,4.74266E+15,anita.das@gmailcom,4660261462.0,No,manual adjustment,59.35
TX103906,2024-07-21,AC7450,Maya Joshi,Debit,162.47,INR,1.0,2120314.89,Electroworld,-1415748407.0,electroworld@biz.com,Clothing,Women,UK,Pune,369647,XXXX-XXXX-4744,maya.joshi@yahoo.com,157367847.0,No,cashback credited,162.47
TX103484,2023-10-09,AC7172,Suresh Kumar,Credit,9850.0,USD,74.5743,1870653.94,Electroworld,7715959680.0,electroworld@biz.com,Entertainment,Concert,USA,Pune,587,4.82765E+15,suresh.kumar@hotmail.com,-2709086231.0,No,monthly subscription,734556.86
TX102152,2024-12-21,AC5789,Lina Bose,Credit,33.96,GBP,105.0988,1214565.26,Swiggy,7525993573.0,swiggy@biz.com,Electronics,Accessory,Canada,Kolkata,619162,XXXX-XXXX-2117,lina.bose@example.com,-8942833661.0,No,nan,3569.16
TX101543,2025-06-13,AC1050,Karan Gupta,Credit,19.13,INR,1.0,1000656.55,Myntra,9867665184.0,myntra@biz.com,Education,Books,UAE,Gurugram,289707,4.34585E+15,karan.gupta@hotmail.com,6304781423.0,No,promo applied,19.13
TX102806,2025-01-16,AC4359,Lina Roy,Credit,30.06,INR,1.0,1624677.95,Zomato,4753696590.0,zomato@biz.com,Education,Books,UAE,Chennai,533813,4.81521E+15,lina.roy@example.com,-6448679618.0,No,suspected fraud,30.06
TX100080,2025-04-01,AC3488,Isha Patel,Debit,25.44,GBP,107.4194,144718.83,Bigbasket,-8785054030.0,bigbasket@biz.com,Groceries,Specialty,Australia,Pune,610087,XXXX-XXXX-7809,isha.patel@hotmail.com,2935347254.0,No,chargeback requested,2732.75
TX102609,2023-11-22,AC2708,Asha Das,Debit,152.91,AED,20.1966,1559472.54,Shopeasy,-6309380804.0,shopeasy@biz.com,Groceries,Supermarket,India,Chennai,285517,XXXX-XXXX-9300,asha.das@hotmail.com,2405610433.0,No,suspected fraud,3088.26
TX103957,2025-07-29,AC3686,Karan Das,Debit,24.84,USD,79.4968,2121558.14,Myntra,5726540560.0,myntra@biz.com,Clothing,Men,UK,Mumbai,219015,XXXX-XXXX-XXXX-3463,karan.das@gmail.com,9886232528.0,Yes,repeat purchase,1974.7
TX101310,2024-05-25,AC6960,Vikram Khan,Debit,32.14,GBP,93.1353,965169.8,Electroworld,100443875.0,electroworld@biz.com,Entertainment,Concert,UK,Hyderabad,942858,XXXX-XXXX-1822,vikram.khan@example.com,-5002659401.0,No,manual adjustment,2993.37
TX104415,2024-02-20,AC2006,Vikram Reddy,Refund,68.76,AED,20.3335,2429581.41,Myntra,-4272682811.0,myntra@biz.com,Groceries,Supermarket,UK,Chennai,143661,XXXX-XXXX-6072,vikram.reddy@hotmail.com,3294014097.0,No,cashback credited,1398.13
TX101955,2025-04-03,AC5386,Anita Mehta,Credit,172.32,USD,81.3849,1169398.4,Myntra,1604417164.0,myntra@biz.com,Electronics,Mobile,India,Kolkata,976502,XXXX-XXXX-6516,anita.mehta@example.com,8638476492.0,No,chargeback requested,14024.25
TX101193,2025-07-26,AC3794,Karan Desai,Credit,48.61,USD,82.5765,565211.9,Amazon,5364933380.0,amazon@biz.com,Utilities,Internet,UAE,Kolkata,307923,XXXX-XXXX-1138,karan.desai@gmail.com,1489690815.0,No,cashback credited,4014.04
TX102853,2025-09-04,AC4621,Rohit Roy,Debit,43.15,INR,1.0,1626478.47,Shopeasy,7022703945.0,shopeasy@biz.com,Dining,Cafe,USA,Jaipur,767949,XXXX-XXXX-XXXX-5926,rohit.roy@gmail.com,-6363066315.0,No,manual adjustment,43.15
TX103752,2025-05-14,AC5640,Suresh Das,Credit,148.92,GBP,102.4789,2110553.47,Amazon,7302106823.0,amazon@biz.com,Groceries,Specialty,UAE,Pune,803789,XXXX-XXXX-6051,suresh.das@yahoo.com,668944084.0,No,cashback credited,15261.16
TX102428,2023-11-05,AC7808,Isha Patel,Refund,127.64,INR,1.0,1412582.57,Flipkart,6197837551.0,flipkart@biz.com,Automotive,Repair,Australia,Chennai,854117,XXXX-XXXX-7371,isha.patelgmail.com,-1162316790.0,No,manual adjustment,127.64
TX104896,2025-07-11,AC2319,Lina Patel,Credit,4.37,INR,1.0,2582574.06,Autozone,2557773361.0,autozone@biz.com,Clothing,Women,Australia,Noida,948547,XXXX-XXXX-9568,lina.patel@yahoo.com,8529448545.0,No,chargeback requested,4.37
TX102116,2024-02-28,AC4759,Asha Khan,Credit,25.17,INR,1.0,1200481.68,Walmart,9810845798.0,walmart@biz.com,Entertainment,Concert,UAE,Mumbai,863641,4.49956E+15,asha.khan@example.com,2583927857.0,No,promo applied,25.17
TX105366,2025-08-26,AC4851,Asha Singh,Refund,170.01,USD,78.6024,2774404.42,Reliance,-677317295.0,reliance@biz.com,Groceries,Supermarket,UAE,Noida,904787,XXXX-XXXX-5210,asha.singh@hotmail.com,984713540.0,No,monthly subscription,13363.19
TX103145,2023-11-17,AC9577,Amit Patel,Credit,58210.0,INR,1.0,1705720.54,Localmart,676286112.0,localmart@biz.com,Health,Pharmacy,UK,Bengaluru,472534,XXXX-XXXX-XXXX-2495,amit.patel@yahoo.com,2581933611.0,No,repeat purchase,58210.0
TX104249,2024-02-20,AC1323,Asha Patel,Credit,30.91,AED,21.3509,2249662.58,Paytm Mall,-8635441945.0,paytmmall@biz.com,Automotive,Fuel,Canada,Noida,303062,XXXX-XXXX-XXXX-4682,asha.patel@example.com,1736827195.0,No,chargeback requested,659.96
TX105766,2025-03-04,AC4639,Ritu Roy,Debit,70.23,AED,21.27,2902341.1,Reliance,6381948606.0,reliance@biz.com,Education,Books,India,Pune,834236,nan,ritu.roy@example.com,-8714569698.0,No,cashback credited,1493.79
TX103033,2024-03-19,AC9603,Maya Mehta,Debit,10.19,USD,77.7139,1652186.15,Electroworld,2124652213.0,electroworld@biz.com,Electronics,Laptop,USA,Gurugram,327581,XXXX-XXXX-9066,maya.mehta@gmail.com,2107536030.0,No,manual adjustment,791.9
TX102688,2025-05-09,AC2767,Amit Nair,Debit,82120.0,GBP,94.7503,1602561.18,Zomato,-6420162350.0,zomato@biz.com,Health,Clinic,UK,Mumbai,353376,XXXX-XXXX-XXXX-1752,amit.nairyahoo.com,3050807353.0,No,promo applied,7780894.64
TX104566,2024-03-09,AC9643,Lina Kumar,Debit,92.11,INR,1.0,2465000.93,Zomato,9506958879.0,zomato@biz.com,Utilities,Water,India,Jaipur,116973,XXXX-XXXX-XXXX-9042,lina.kumar@hotmail.com,5941242803.0,No,chargeback requested,92.11
TX101702,2024-03-25,AC7066,Lina Iyer,Credit,70.93,USD,80.3998,1078411.26,Electroworld,-6828246070.0,electroworld@biz.com,Electronics,Accessory,UK,Hyderabad,554254,XXXX-XXXX-2825,lina.iyer@yahoo.com,4695979941.0,No,monthly subscription,5702.76
TX102971,2025-04-07,AC8851,Asha Roy,Refund,30.5,USD,80.1095,1641551.86,Swiggy,7389491161.0,swiggy@biz.com,Electronics,Accessory,Canada,Noida,752871,XXXX-XXXX-XXXX-7380,asha.roy@gmail.com,1220571480.0,No,suspected fraud,2443.34
TX103215,2023-10-26,AC3935,Ritu Gupta,Credit,280.94,AED,19.5711,1713921.22,Bigbasket,8073702472.0,bigbasket@biz.com,Travel,Taxi,Canada,Hyderabad,559251,nan,ritu.gupta@gmail.com,6905201913.0,No,cashback credited,5498.3
TX105814,2024-06-14,AC1318,Uma Nair,Credit,1.78,USD,72.3533,2904011.99,Bigbasket,7275317041.0,bigbasket@biz.com,Entertainment,Concert,India,Chennai,900684,XXXX-XXXX-XXXX-6161,uma.nair@gmail.com,4174328348.0,No,suspected fraud,128.79
TX102985,2024-07-13,AC2548,Maya Roy,Credit,10.46,GBP,91.4301,1642003.66,Myntra,4807851195.0,myntra@biz.com,Electronics,Accessory,Canada,Chennai,859639,XXXX-XXXX-1038,maya.roy@hotmail.com,8018901441.0,No,nan,956.36
TX104166,2024-10-15,AC7251,Priya Iyer,Debit,23.18,USD,80.5455,2237004.67,Walmart,9654084031.0,walmart@biz.com,Travel,Taxi,India,Mumbai,651,XXXX-XXXX-2789,priya.iyer@hotmail.com,1873785982.0,No,repeat purchase,1867.04
TX104188,2024-01-15,AC4116,Neha Bose,Debit,20.09,AED,20.1667,2237376.13,Starbucks,7525433255.0,starbucks@biz.com,Groceries,Supermarket,UAE,Chennai,143661,XXXX-XXXX-9745,neha.bose@example.com,796170293.0,No,promo applied,405.15
TX105261,2025-01-08,AC6036,Sana Mehta,Debit,13.0,INR,1.0,2727005.07,Walmart,5875184374.0,walmart@biz.com,Travel,Flight,UAE,Delhi,380312,4.4734E+15,sana.mehta@hotmail.com,6238360324.0,No,monthly subscription,13.0
TX103398,2024-08-27,AC4967,Vikram Iyer,Debit,505.6,AED,20.2335,1825503.94,Amazon,9861042558.0,amazon@biz.com,Utilities,Water,UAE,Mumbai,811416,XXXX-XXXX-8501,vikram.iyer@example.com,7593493331.0,No,promo applied,10230.06
TX103885,2023-10-29,AC8331,Rahul Iyer,Debit,63.03,USD,78.2743,2119648.89,Bigbasket,517694877.0,bigbasket@biz.com,Dining,Cafe,India,Hyderabad,735,XXXX-XXXX-XXXX-1311,rahul.iyer@example.com,6999449395.0,No,monthly subscription,4933.63
TX101169,2025-03-01,AC5085,Neha Bose,Debit,92.21,AED,21.1016,0.0,Walmart,6309671120.0,walmart@biz.com,Education,Books,Canada,Delhi,910,XXXX-XXXX-4684,neha.bose@hotmail.com,-9947318692.0,No,manual adjustment,1945.78
TX100825,2025-03-17,AC4688,Ritu Mehta,Debit,189.44,INR,1.0,480838.54,Starbucks,9754546143.0,starbucks@biz.com,Travel,Hotel,UK,Mumbai,624154,XXXX-XXXX-9051,ritu.mehta@hotmail.com,5690479281.0,No,repeat purchase,189.44
TX104168,2023-10-12,AC3950,Anita Bose,Debit,108.16,AED,21.1543,2237071.07,Flipkart,332430235.0,flipkart@biz.com,Clothing,Men,UAE,Kolkata,309905,XXXX-XXXX-2820,anita.bose@yahoo.com,2563844091.0,No,manual adjustment,2288.05
TX100651,2025-06-19,AC3613,Vikram Roy,Debit,127.98,INR,1.0,434343.91,Autozone,7562452206.0,autozone@biz.com,Entertainment,Concert,Australia,Bengaluru,562013,XXXX-XXXX-9123,vikram.roy@gmail.com,6259006471.0,No,monthly subscription,127.98
TX101858,2024-10-04,AC4961,Lina Kumar,Debit,46.83,USD,82.7852,1150691.72,Amazon,4411878307.0,amazon@biz.com,Automotive,Fuel,UK,Delhi,772555,XXXX-XXXX-2173,lina.kumar@example.com,9907356850.0,No,manual adjustment,3876.83
TX103597,2024-12-13,AC1229,Lina Gupta,Refund,110.89,USD,72.0587,1931553.21,Walmart,9668161049.0,walmart@biz.com,Utilities,Internet,UAE,Hyderabad,853686,XXXX-XXXX-7926,lina.gupta@examplecom,8084655743.0,No,nan,7990.59
TX105346,2025-01-21,AC9585,Maya Das,Credit,23.81,AED,21.3392,2774007.03,Amazon,676185472.0,amazon@biz.com,Automotive,Repair,USA,Chennai,477803,XXXX-XXXX-XXXX-4024,maya.das@yahoo.com,-2124861375.0,No,suspected fraud,508.09
TX100213,2024-03-15,AC4931,Maya Patel,Credit,72.36,USD,76.6789,165978.69,Localmart,4328196840.0,localmart@biz.com,Electronics,Mobile,India,Pune,785987,XXXX-XXXX-7460,maya.patel@hotmail.com,-3797674933.0,No,cashback credited,5548.49
TX103681,2024-04-28,AC4114,Priya Chopra,Refund,20.65,AED,18.1283,1936091.07,Autozone,6386935373.0,autozone@biz.com,Education,Course,USA,Hyderabad,622828,XXXX-XXXX-2902,priya.chopra@yahoo.com,-1471326182.0,No,promo applied,374.35
TX100603,2024-12-19,AC9316,Sam Bose,Refund,168.47,GBP,106.1219,280289.23,Myntra,4977895360.0,myntra@biz.com,Groceries,Specialty,Canada,Jaipur,746575,XXXX-XXXX-XXXX-4790,sam.bose@gmail.com,3703927665.0,No,suspected fraud,17878.36
TX104944,2024-01-24,AC3513,Arjun Das,Debit,269.82,INR,1.0,2592785.66,Swiggy,-1865142996.0,swiggy@biz.com,Education,Books,Canada,Jaipur,817022,XXXX-XXXX-6158,arjun.das@gmail.com,8052200967.0,No,promo applied,269.82
TX104251,2023-12-16,AC7999,Sam Sharma,Debit,42.64,AED,18.3317,2249744.07,Shopeasy,-3724247880.0,shopeasy@biz.com,Health,Clinic,UAE,Noida,943828,XXXX-XXXX-XXXX-3873,sam.sharma@gmail.com,1547951162.0,No,promo applied,781.66
TX105522,2024-12-08,AC7165,Uma Khan,Refund,81.79,INR,1.0,2866496.44,Electroworld,7160950922.0,electroworld@biz.com,Automotive,Repair,UK,Chennai,414148,4.51748E+15,uma.khan@examplecom,7550571496.0,No,promo applied,81.79
TX100368,2024-12-04,AC6552,Karan Patel,Credit,37.23,INR,1.0,189135.49,Flipkart,737561501.0,flipkart@biz.com,Groceries,Specialty,Australia,Delhi,800314,XXXX-XXXX-6357,karan.patel@example.com,4343797475.0,No,manual adjustment,37.23
TX100470,2025-05-17,AC1400,Neha Joshi,Debit,23.81,INR,1.0,259294.18,Myntra,1210511350.0,myntra@biz.com,Electronics,Mobile,UAE,Hyderabad,639,XXXX-XXXX-9589,neha.joshi@hotmail.com,6228665575.0,No,chargeback requested,23.81
TX105076,2025-09-09,AC4272,Isha Mehta,Credit,34.8,GBP,97.1378,2652722.57,Walmart,2815443168.0,walmart@biz.com,Entertainment,Movies,Canada,Bengaluru,313942,XXXX-XXXX-7281,isha.mehta@hotmail.com,4075689136.0,No,manual adjustment,3380.4
TX101042,2025-05-22,AC6465,Suresh Iyer,Credit,120.83,INR,1.0,542358.02,Walmart,5669108471.0,walmart@biz.com,Electronics,Mobile,Canada,Kolkata,199434,XXXX-XXXX-9698,suresh.iyer@hotmail.com,-3050325843.0,No,monthly subscription,120.83
TX103084,2024-11-09,AC9762,Amit Joshi,Credit,26.5,GBP,98.7731,1675634.33,Amazon,3585293125.0,amazon@biz.com,Electronics,Accessory,Australia,Delhi,697188,XXXX-XXXX-XXXX-5679,amit.joshi@yahoo.com,-2459604151.0,No,manual adjustment,2617.49
TX100221,2024-05-07,AC4549,Ritu Iyer,Debit,3.52,USD,74.1609,166345.73,Amazon,6667693653.0,amazon@biz.com,Groceries,Specialty,USA,Mumbai,896977,XXXX-XXXX-5767,ritu.iyer@gmail.com,9801340115.0,No,chargeback requested,261.05
TX100562,2025-01-19,AC7906,Arjun Mehta,Debit,94.19,INR,1.0,278022.62,Starbucks,4661358037.0,starbucks@biz.com,Electronics,Mobile,UK,Kolkata,411754,XXXX-XXXX-7273,arjun.mehta@hotmail.com,-4036489087.0,No,suspected fraud,94.19
TX101901,2024-10-15,AC3679,Dev Mehta,Credit,22.19,AED,19.7751,0.0,Bigbasket,1922088698.0,bigbasket@biz.com,Entertainment,Concert,USA,Bengaluru,512666,XXXX-XXXX-1329,dev.mehta@hotmail.com,2199034044.0,No,suspected fraud,438.81
TX103763,2025-03-17,AC8510,Priya Joshi,Credit,88.94,INR,1.0,2112471.71,Swiggy,7525993573.0,swiggy@biz.com,Education,Course,Australia,Bengaluru,141165,XXXX-XXXX-7316,priya.joshi@hotmail.com,1971926714.0,No,nan,88.94
TX101561,2025-08-02,AC7611,ritu SHARMA,Credit,13.51,INR,1.0,1001091.43,Bigbasket,111597435.0,bigbasket@biz.com,Automotive,Fuel,India,Delhi,958774,XXXX-XXXX-XXXX-1091,ritu.sharma@hotmail.com,7407949554.0,No,cashback credited,13.51
TX104831,2025-03-19,AC5958,Raj Sharma,Debit,7.98,GBP,103.9492,2579877.64,Swiggy,-6870360530.0,swiggy@biz.com,Health,Clinic,India,Mumbai,543125,XXXX-XXXX-XXXX-1561,raj.sharma@yahoo.com,3042915556.0,No,manual adjustment,829.51
TX102001,2024-12-18,AC2247,Dev Singh,Credit,27.84,USD,78.4646,1198040.26,Bigbasket,-5849846547.0,bigbasket@biz.com,Groceries,Specialty,India,Kolkata,910892,XXXX-XXXX-XXXX-8695,dev.singh@hotmail.com,-3966509994.0,No,suspected fraud,2184.45
TX104658,2025-02-01,AC4432,Dev Das,Credit,44.49,GBP,102.5293,2467611.62,Myntra,4807851195.0,myntra@biz.com,Education,Course,USA,Hyderabad,527810,4.60832E+15,nan,257684120.0,No,monthly subscription,4561.53
TX105718,2025-09-04,AC8092,Karan Joshi,Credit,64.53,INR,1.0,2901462.11,Bigbasket,709872848.0,bigbasket@biz.com,Utilities,Internet,USA,Pune,892064,XXXX-XXXX-1152,karan.joshi@hotmail.com,4561945586.0,No,manual adjustment,64.53
TX101537,2025-06-29,AC2968,Maya Singh,Refund,17.47,USD,73.5822,1000609.06,Walmart,9324452707.0,walmart@biz.com,Utilities,Electricity,India,Delhi,482632,nan,maya.singh@hotmail.com,4153710076.0,No,nan,1285.48
TX101706,2023-09-26,AC2622,sam SINGH,Debit,74.22,INR,1.0,1105598.48,Shopeasy,-3981654907.0,shopeasy@biz.com,Utilities,Water,Canada,Gurugram,151937,XXXX-XXXX-XXXX-4773,sam.singh@gmail.com,3185391585.0,No,suspected fraud,74.22
TX102816,2024-10-14,AC2110,Ritu Das,Debit,59.06,USD,73.0391,1625131.88,Bigbasket,8885464699.0,bigbasket@biz.com,Utilities,Water,UAE,Hyderabad,598120,nan,ritu.das@gmail.com,-8511133838.0,No,monthly subscription,4313.69
TX103573,2024-05-12,AC4395,Dev Reddy,Debit,41.8,AED,18.0278,1985162.2,Localmart,676286112.0,localmart@biz.com,Health,Clinic,UAE,Bengaluru,230254,XXXX-XXXX-XXXX-7974,dev.reddy@gmail.com,8778013852.0,No,repeat purchase,753.56
TX101524,2024-08-31,AC5981,Isha Iyer,Credit,21.19,USD,77.4741,1000207.58,Reliance,5970033013.0,reliance@biz.com,Clothing,Men,UK,Bengaluru,614688,XXXX-XXXX-XXXX-6890,isha.iyer@example.com,9380954704.0,No,cashback credited,1641.68
TX102503,2025-08-24,AC3473,Maya Sharma,Credit,15.88,GBP,102.9707,1500087.04,Autozone,8351088958.0,autozone@biz.com,Electronics,Accessory,Australia,Delhi,380312,XXXX-XXXX-1648,maya.sharma@example.com,-6739066409.0,No,monthly subscription,1635.17
TX102432,2025-05-26,AC3108,Sam Das,Debit,32.19,INR,1.0,1412647.22,Walmart,-8689737451.0,walmart@biz.com,Groceries,Supermarket,Australia,Bengaluru,548415,XXXX-XXXX-4061,sam.das@hotmail.com,7974250019.0,No,monthly subscription,32.19
TX104035,2025-08-05,AC7536,Isha Reddy,Credit,104.38,GBP,109.9583,2230556.46,Starbucks,5788475692.0,starbucks@biz.com,Dining,FastFood,UK,Bengaluru,513083,4.59408E+15,isha.reddy@yahoo.com,8578392034.0,No,nan,11477.45
TX101674,2024-05-07,AC2149,Suresh Iyer,Debit,230.09,USD,73.5739,1077657.85,Bigbasket,323250652.0,bigbasket@biz.com,Groceries,Specialty,UK,Delhi,886993,XXXX-XXXX-6481,suresh.iyer@gmail.com,-9872318144.0,No,suspected fraud,16928.62
TX103230,2024-11-25,AC4367,Maya Kumar,Debit,20.06,GBP,95.0571,1714295.08,Swiggy,5331056221.0,swiggy@biz.com,Entertainment,Concert,USA,Kolkata,824027,nan,maya.kumar@yahoo.com,5488630292.0,No,nan,1906.85
TX100100,2025-05-31,AC4339,Lina Singh,Debit,6.06,GBP,91.8731,145055.8,Reliance,-1018230871.0,reliance@biz.com,Clothing,Women,Australia,Mumbai,136403,4.73208E+15,lina.singh@gmail.com,3406845027.0,No,cashback credited,556.75
TX101244,2025-01-18,AC9675,Asha Joshi,Refund,15.19,GBP,107.4651,595110.93,Localmart,3390972428.0,localmart@biz.com,Dining,Restaurant,Canada,Hyderabad,544988,XXXX-XXXX-XXXX-2213,asha.joshi@gmail.com,7608709850.0,No,cashback credited,1632.39
TX104613,2024-04-14,AC6471,Uma Chopra,Debit,17.91,AED,18.7528,2466326.41,Reliance,6381948606.0,reliance@biz.com,Clothing,Men,Canada,Mumbai,660029,XXXX-XXXX-4032,uma.chopra@gmail.com,5641870136.0,No,promo applied,335.86
TX105728,2023-10-24,AC8731,Lina Mehta,Credit,38.98,INR,1.0,2901654.38,Shopeasy,9150633421.0,shopeasy@biz.com,Dining,Cafe,Canada,Delhi,128,XXXX-XXXX-3516,lina.mehta@yahoo.com,7437868381.0,No,repeat purchase,38.98
TX101538,2023-12-18,AC1248,Ritu Gupta,Credit,8.13,USD,72.1017,1000613.12,Starbucks,4081945405.0,starbucks@biz.com,Travel,Taxi,Australia,Gurugram,932925,4.50907E+15,ritu.gupta@example.com,8834351754.0,No,repeat purchase,586.19
TX101137,2024-01-23,AC2030,Amit Khan,Refund,7.59,USD,78.6662,556441.75,Myntra,3260319717.0,myntra@biz.com,Groceries,Specialty,India,Hyderabad,188447,XXXX-XXXX-2080,amit.khan@gmail.com,-3101975496.0,No,cashback credited,597.08
TX102463,2025-06-22,AC8644,Raj Singh,Credit,7.5,AED,19.6164,1436013.21,Amazon,3909023380.0,amazon@biz.com,Dining,Restaurant,Canada,Jaipur,128224,nan,raj.singh@hotmail.com,2066672044.0,No,suspected fraud,147.12
TX105690,2025-04-13,AC7642,Ritu Das,Debit,35.95,USD,77.2958,2900758.54,Zomato,8733636655.0,zomato@biz.com,Travel,Taxi,Canada,Kolkata,788626,4.29931E+15,ritu.das@example.com,8050762610.0,No,promo applied,2778.78
TX103561,2025-01-28,AC5580,Neha Sharma,Debit,13.35,INR,1.0,1984919.87,Autozone,2610524342.0,autozone@biz.com,Utilities,Water,UAE,Bengaluru,133895,XXXX-XXXX-XXXX-7592,neha.sharma@gmail.com,8584685737.0,No,chargeback requested,13.35
TX100067,2024-05-24,AC4155,Amit Reddy,Credit,110.41,AED,19.908,144323.35,Zomato,3344335493.0,zomato@biz.com,Utilities,Internet,Canada,Noida,740285,XXXX-XXXX-XXXX-5795,amit.reddy@hotmail.com,1612532865.0,No,suspected fraud,2198.04
TX104283,2024-12-11,AC5820,Lina Das,Credit,106450.0,AED,19.0072,2308122.65,Autozone,7481661427.0,autozone@biz.com,Entertainment,Movies,India,Hyderabad,905224,nan,lina.das@yahoo.com,3845632276.0,No,repeat purchase,2023316.44
TX103452,2024-10-25,AC3650,Amit Das,Debit,28.41,AED,20.7085,1850327.97,Zomato,9808807153.0,zomato@biz.com,Entertainment,Concert,Canada,Noida,627165,XXXX-XXXX-1004,amit.das@example.com,-9880204429.0,No,suspected fraud,588.33
TX103414,2023-10-27,AC2976,Uma Singh,Debit,17110.0,GBP,102.1282,1834215.73,Myntra,4859239402.0,myntra@biz.com,Automotive,Fuel,Australia,Chennai,672538,nan,uma.singh@yahoo.com,4383141472.0,No,monthly subscription,1747413.5
TX100372,2024-07-05,AC2632,Lina Patel,Debit,188.93,INR,1.0,189283.65,Reliance,6381948606.0,reliance@biz.com,Dining,Restaurant,USA,Chennai,847845,XXXX-XXXX-2154,lina.patel@gmail.com,5126376582.0,No,chargeback requested,188.93
TX104754,2025-04-20,AC9871,Amit Singh,Refund,17.43,GBP,90.1161,2514839.72,Shopeasy,1480298899.0,shopeasy@biz.com,Health,Pharmacy,UK,Mumbai,410056,XXXX-XXXX-5604,amit.singh@yahoo.com,4278802378.0,No,promo applied,1570.72
TX104440,2023-12-15,AC6645,Raj Iyer,Credit,6.5,GBP,104.1023,2452523.14,Starbucks,3078529056.0,starbucks@biz.com,Dining,FastFood,Australia,Hyderabad,468889,XXXX-XXXX-3538,raj.iyer@gmail.com,-3652102098.0,No,cashback credited,676.66
TX101328,2024-02-14,AC5003,Arjun Desai,Refund,7.76,INR,1.0,965501.63,Myntra,1313322604.0,myntra@biz.com,Groceries,Supermarket,UK,Noida,866302,XXXX-XXXX-5108,arjun.desai@hotmail.com,6976493999.0,No,chargeback requested,7.76
TX100493,2024-07-17,AC5066,Rahul Gupta,Credit,11.78,INR,1.0,260398.49,Localmart,3582097518.0,localmart@biz.com,Entertainment,Movies,UK,Mumbai,775099,4.07167E+15,rahul.gupta@yahoo.com,1244963797.0,No,nan,11.78
TX103866,2024-03-11,AC7676,Sana Singh,Credit,48.59,INR,1.0,2119244.72,Reliance,4198398271.0,reliance@biz.com,Automotive,Fuel,India,Mumbai,131855,XXXX-XXXX-XXXX-1433,sana.singh@yahoo.com,1840252957.0,No,suspected fraud,48.59
TX103860,2024-04-11,AC1564,Rohit Khan,Debit,19.25,GBP,100.4254,2119167.29,Reliance,-9560397742.0,reliance@biz.com,Clothing,Women,Canada,Delhi,133723,nan,rohit.khan@yahoo.com,4843169337.0,No,cashback credited,1933.19
TX102717,2023-09-13,AC2203,Sam Kumar,Credit,95.8,INR,1.0,1603720.11,Starbucks,5836323485.0,starbucks@biz.com,Electronics,Laptop,UAE,Bengaluru,898,XXXX-XXXX-2697,sam.kumar@example.com,5812258978.0,No,monthly subscription,95.8
TX104113,2024-02-22,AC9070,Priya Kumar,Credit,5.28,USD,79.7528,2235530.05,Swiggy,7525993573.0,swiggy@biz.com,Groceries,Supermarket,UK,Delhi,968790,XXXX-XXXX-7157,priya.kumar@example.com,4925586060.0,No,suspected fraud,421.09
TX101714,2024-11-21,AC6919,Sam Gupta,Debit,17.42,USD,72.4456,1105560.19,Zomato,8427711658.0,zomato@biz.com,Dining,Restaurant,UAE,Bengaluru,831334,XXXX-XXXX-6708,sam.gupta@gmail.com,3056023679.0,No,chargeback requested,1262.0
TX100948,2025-04-17,AC8203,Rahul Patel,Refund,31.35,INR,1.0,537566.18,Localmart,676286112.0,localmart@biz.com,Travel,Hotel,UK,Mumbai,256170,XXXX-XXXX-9975,rahul.patel@gmail.com,9952003817.0,No,cashback credited,31.35
TX104047,2025-04-13,AC1235,Rahul Reddy,Credit,970.28,AED,19.2379,2231180.5,Reliance,8892692036.0,reliance@biz.com,Dining,FastFood,Australia,Mumbai,495184,XXXX-XXXX-7702,rahul.reddy@hotmail.com,8780538620.0,No,manual adjustment,18666.15
TX102638,2024-02-16,AC8442,Asha Das,Refund,9.59,USD,73.7312,1560492.65,Walmart,9515266074.0,walmart@biz.com,Education,Books,UK,Hyderabad,432192,XXXX-XXXX-7890,asha.das@yahoo.com,4481944295.0,No,cashback credited,707.08
TX102167,2024-12-07,AC6843,Sana Bose,Credit,7.32,GBP,100.2644,1214756.19,Myntra,7982124292.0,myntra@biz.com,Clothing,Women,UK,Mumbai,316578,XXXX-XXXX-XXXX-6481,sana.boseyahoo.com,-2767823385.0,No,monthly subscription,733.94
TX104357,2024-11-29,AC6221,Sam Chopra,Debit,22.45,USD,73.3375,2419724.24,Amazon,9266232769.0,amazon@biz.com,Utilities,Electricity,Canada,Gurugram,693993,XXXX-XXXX-6984,sam.choprayahoo.com,4675390557.0,No,nan,1646.43
TX104867,2024-01-20,AC6878,Raj Desai,Refund,31.7,USD,72.5899,2581250.36,Myntra,6297994256.0,myntra@biz.com,Health,Pharmacy,Canada,Pune,722455,nan,raj.desaiyahoo.com,926567951.0,No,chargeback requested,2301.1
TX100960,2024-10-21,AC6292,Rohit Khan,Debit,71.61,INR,1.0,537895.51,Myntra,4807851195.0,myntra@biz.com,Dining,Cafe,Canada,Chennai,880,XXXX-XXXX-4750,rohit.khan@hotmail.com,3276425662.0,No,nan,71.61
